QID,PID,QueryCommand,QueryType,QueryValue,Filter1_operator,Filter1,Filter2_operator,Filter2,Filter3_operator,Filter3,Filter4_operator,Filter4,Filter5_operator,Filter5,CreateTime,UpdateTime
621,1865,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '38'
AND TRIM(pcs.[ItemName]) = 'Damage on Panel(板面破損)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-PTH,=,Damage on Panel(板面破損),,,,,需篩選層別,,NULL,NULL
620,1864,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '38'
AND TRIM(pcs.[ItemName]) = 'Warpage(板彎板翹)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-PTH,=,Warpage(板彎板翹),,,,,需篩選層別,,NULL,NULL
619,1863,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '38'
AND TRIM(pcs.[ItemName]) = 'Tape(殘膠)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-PTH,=,Tape(殘膠),,,,,需篩選層別,,NULL,NULL
618,1862,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '38'
AND TRIM(pcs.[ItemName]) = 'Foreign material on panel(板面異物)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-PTH,=,Foreign material on panel(板面異物),,,,,需篩選層別,,NULL,NULL
617,1861,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '38'
AND TRIM(pcs.[ItemName]) = 'Scratch on panel(板面刮傷)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-PTH,=,Scratch on panel(板面刮傷),,,,,需篩選層別,,NULL,NULL
616,1855,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '39'
AND TRIM(pcs.[ItemName]) = 'Others(Major) (其他主缺)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-Cu,=,Others(Major) (其他主缺),,,,,需篩選層別,,NULL,NULL
615,1854,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '39'
AND TRIM(pcs.[ItemName]) = 'Others(Minor) (其他次缺)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-Cu,=,Others(Minor) (其他次缺),,,,,需篩選層別,,NULL,NULL
614,1853,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '39'
AND TRIM(pcs.[ItemName]) = 'Cu Thickness Over(銅厚過厚)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-Cu,=,Cu Thickness Over(銅厚過厚),,,,,需篩選層別,,NULL,NULL
613,1852,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '39'
AND TRIM(pcs.[ItemName]) = 'Cu Thickness Less(銅厚不足)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-Cu,=,Cu Thickness Less(銅厚不足),,,,,需篩選層別,,NULL,NULL
612,1806,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '39'
AND TRIM(pcs.[ItemName]) = 'Panel scorch(板面燒焦)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-Cu,=,Panel scorch(板面燒焦),,,,,需篩選層別,,NULL,NULL
611,1805,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '39'
AND TRIM(pcs.[ItemName]) = 'Nodule on Cu surface(銅面粗糙)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-Cu,=,Nodule on Cu surface(銅面粗糙),,,,,需篩選層別,,NULL,NULL
610,1804,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '39'
AND TRIM(pcs.[ItemName]) = 'Foreign material on panel(板面異物)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-Cu,=,Foreign material on panel(板面異物),,,,,需篩選層別,,NULL,NULL
609,1803,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '39'
AND TRIM(pcs.[ItemName]) = 'Scratch on panel(板面刮傷)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-Cu,=,Scratch on panel(板面刮傷),,,,,需篩選層別,,NULL,NULL
608,1801,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '39'
AND TRIM(pcs.[ItemName]) = 'Foreign material on panel(板面異物)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-Cu,=,Foreign material on panel(板面異物),,,,,需篩選層別,,NULL,NULL
607,1800,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '39'
AND TRIM(pcs.[ItemName]) = 'Scratch on panel(板面刮傷)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-Cu,=,Scratch on panel(板面刮傷),,,,,需篩選層別,,NULL,NULL
606,1799,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '39'
AND TRIM(pcs.[ItemName]) = 'Dent on panel(板面凹陷)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-Cu,=,Dent on panel(板面凹陷),,,,,需篩選層別,,NULL,NULL
605,1830,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '37'
AND TRIM(pcs.[ItemName]) = 'Others(Major) (其他主缺)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-Hole check,=,Others(Major) (其他主缺),,,,,需篩選層別,,NULL,NULL
604,1829,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '37'
AND TRIM(pcs.[ItemName]) = 'Others(Minor) (其他次缺)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-Hole check,=,Others(Minor) (其他次缺),,,,,需篩選層別,,NULL,NULL
603,2067,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '37'
AND TRIM(pcs.[ItemName]) = 'Foreign material in through hole(孔內異物通孔)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-Hole check,=,Foreign material in through hole(孔內異物通孔),,,,,需篩選層別,,NULL,NULL
602,1835,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '37'
AND TRIM(pcs.[ItemName]) = 'Diameter  Avg.OOS(孔徑平均值 OOS)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-Hole check,=,Diameter  Avg.OOS(孔徑平均值 OOS),,,,,需篩選層別,,NULL,NULL
601,1834,"DECLARE @Face AS varchar(5)
SET @Face = CASE WHEN 'VarFace' = '1' THEN 1 WHEN 'VarFace' = '2' THEN 0 END

SELECT 
    CASE 
        WHEN EXISTS (
SELECT TOP 1 [ChangeTIme] FROM [utchfacmrpt].[report].[dbo].[view_HIST] WITH(NOLOCK) 
WHERE [lotnum] = 'VarLot'
AND [LayerName] = 'VarLayer'
AND [ProcName] = 'VarProc'
AND [AftStatus] = 'MoveOut'
AND [BefStatus] = 'CheckOut'
        )
        THEN (
SELECT TOP 1 CAST(ISNULL(SUM([DefectQty]),0) AS varchar) AS [Qty] FROM [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Panel] AS pnl WITH(NOLOCK) 
LEFT JOIN [MES-C].[IPQC_Mapping_H3].[dbo].[RawData_Pcs] AS pcs WITH(NOLOCK) ON pnl.[RecNo] = pcs.[RecNo] 
WHERE pnl.[LotID] + pnl.[LotNo] = 'VarLot'
AND pnl.[Side] = @Face
AND [LayerName] = 'VarLayer'
AND pnl.[ProcNo] = '37'
AND TRIM(pcs.[ItemName]) = 'Diameter Accuracy OOS(孔位精度OOS)'
        )
        ELSE ''
    END",IPQC,缺點數量,=,5Core-Hole check,=,Diameter Accuracy OOS(孔位精度OOS),,,,,需篩選層別,,NULL,NULL
